solicitud_credito,fecha_aprobacion,numero_identificacion,primer_nombre,segundo_nombre,primer_apellido,segundo_apellido,edad,genero,grupo_social_cliente,estado_civil,numero_hijos,estrato,tipo_vivienda,personas_a_cargo,departamento,ciudad,codigo_ciudad,oficina,subproducto,monto_aprobado,estado_solicitud,tamano_hogar_persona,solicitud_id,ventas,costo_venta,total_gastos,pagos_deudas,utilidad_neta,otros_ingresos,total_gastos_familiar,liquidez_total,capacidad_pago,activos,pasivos,patrimonio,capacidad_pago_porcentaje,capital_trabajo,endeudamiento_actual,endeudamiento_futuro,rotacion,liquidez_financiera,propuesta_economica,plazo_propuesta,cuota_inicial_propuesta,cuota_mensual_propuesta
62502,20/04/2022,4467872885,YOUNG,LEANNA,MRAZ,GAYLORD,47,F,NINGUNO,C,0,3,PROPIA,3,ANTIOQUIA,MEDELLIN,5001,VEHICULOS ANTIOQUIA,CARGA,91033613,DESEMBOLSADA,5,62502,348941,7,1582801,1969653,28797192,229279,18865394,18806142,16252765,1008552853,132357911,135223000,62.18,23762314,12.19,82.62,0,10,108464781,60,33300000,3746245
62441,23/03/2022,4881247062,MARYLOU,LETHA,GOTTLIEB,LANG,28,F,NINGUNO,S,0,3,FAMILIAR,1,VALLE DEL CAUCA,PALMIRA,76520,PALMIRA,MOTO,62072484,DESISTIDA,1,62441,128289,53.06,790123,24011580,13655809,100259,6742731,37133809,13158292,1100880803,357418144,2238000,47.25,24403127,71.23,150.96,8,14,6202739,48,805000,312474
82324,24/10/2022,9973411246,DICKIE,BETH,RYAN,HARTMANN,28,M,NINGUNO,S,0,2,FAMILIAR,1,NARIÑO,PASTO,52001,PASTO,PROGRESA RENOVACIÓN,44213291,DESEMBOLSADA,2,82324,350980,21.18,2550998,9217791,50132075,165779,15831034,35682780,5599930,13095002,716989757,4290000,23.13,97945574,2.28,87.26,21,7,3730506,18,0,279863
62577,30/03/2022,1693419292,RAQUAN,TONEY,GAYLORD,REICHEL,42,F,NINGUNO,S,3,2,PROPIA,3,VALLE DEL CAUCA,PALMIRA,76520,PALMIRA,MOTO,88725946,DESEMBOLSADA,3,62577,312271,69.11,1765137,35244434,24264969,151710,67153716,15799497,22871616,517369516,616404235,1293000,39.63,58826238,70,210.1,58,26,6038212,48,600000,293829
57254,29/01/2022,8384381553,HASKELL,REGAN,MCDERMOTT,HAGENES,44,M,NINGUNO,U,3,1,FAMILIAR,3,CAUCA,CALDONO,19137,QUILICHAO,CULTIVA,45212396,DESEMBOLSADA,4,57254,380523,69,802853,36159078,30746816,261901,32994385,2048363,1377506,1209087385,244480068,5500000,39.16,74243537,1.79,33.35,7,16,1767397,15,0,160567
45468,21/07/2021,7203693319,WALLACE,ETHELYN,FUNK,HERZOG,44,M,NINGUNO,U,2,1,PROPIA,4,CAUCA,SUAREZ,19780,QUILICHAO,PROGRESA,89664353,DESEMBOLSADA,4,45468,114371,33.75,365078,50639394,44224333,180407,67403253,12722570,2782273,54380979,55895905,1151000,37.47,59798794,59.76,121.55,0,3,1767397,14,0,168968
62567,11/04/2022,6730960584,NEHEMIAH,LORING,JACOBS,WEBER,68,M,NINGUNO,S,3,2,PROPIA,1,VALLE DEL CAUCA,ROLDANILLO,76622,CARTAGO,CULTIVA,13624145,DESEMBOLSADA,2,62567,149042,29.81,444299,37504590,6126307,353310,51696951,37478323,15896938,375544082,497958482,16550000,26.4,122269421,0.6,25.2,10,5,4095981,36,0,206539
62566,25/03/2022,5499036545,AMALIE,CAROLINE,WISOZK,CRIST,49,F,NINGUNO,U,2,2,FAMILIAR,0,ANTIOQUIA,MEDELLIN,5001,VEHICULOS ANTIOQUIA,CARGA,86664758,DESEMBOLSADA,1,62566,144149,75,2433735,5434374,29220544,322725,40850780,32264139,12253093,1363456023,691463267,34452000,66.96,125023364,2.26,217.39,53,338,75833271,60,23250000,2718000
62481,25/03/2022,1807314296,IDELLA,CHIP,HERMISTON,MONAHAN,28,M,NINGUNO,U,1,2,ARRENDADA,1,CAUCA,POPAYAN,19001,POPAYAN SUR,MOTO,30283373,DESEMBOLSADA,3,62481,28533,83,2381234,49971543,34172801,284620,44493656,9007431,2973035,452505760,497397258,84036000,33.12,53742352,22.26,28.12,57,104,6336750,36,500000,355660
62584,28/03/2022,7988219986,TOCCARA,MARINDA,TREMBLAY,JACOBSON,47,M,NINGUNO,C,3,2,FAMILIAR,2,VALLE DEL CAUCA,TULUA,76834,TULUA,MOTO,16452230,DESEMBOLSADA,2,62584,297793,45.9,1437274,31265670,18926970,260222,595566,44056058,19010456,477612719,406896814,33152000,43.96,69283336,44.11,53.98,963,282,5852512,36,600000,320620
85643,23/11/2022,4921932799,CHIP,MELISA,MONAHAN,SCHMIDT,67,F,NINGUNO,S,1,3,ARRENDADA,1,NARIÑO,IPIALES,52356,IPIALES,PROGRESA RENOVACIÓN,25313736,DESEMBOLSADA,2,85643,29101,37.24,2560183,12863433,13761465,279436,38494553,11711628,6342596,1101887126,264850042,3115000,40.36,38355301,3.11,73.68,60,14,2268883,18,0,166822
62576,31/03/2022,4921932799,CHIP,MELISA,MONAHAN,SCHMIDT,67,F,NINGUNO,S,1,3,ARRENDADA,1,NARIÑO,IPIALES,52356,IPIALES,PROGRESA,78757888,DESEMBOLSADA,2,62576,344537,40.6,2051739,28196539,46137860,616572,62379226,39649251,17558981,1192754533,305091361,2900000,43.49,122056753,3.33,42.84,34,8,1185249,12,0,121396
20925,21/03/2020,6544526142,BRIANNE,KATHARINA,CASSIN,HESSEL,44,F,NINGUNO,S,1,1,PROPIA,1,CAUCA,SANTANDER DE QUILICHAO,19698,QUILICHAO,MOTO,82522123,DESISTIDA,2,20925,319316,36,1399037,28215001,14311649,609039,53223305,2582870,19735221,88586602,600552734,-13499600,15.68,129494990,655.45,897.74,10,9,0,24,1000000,401706
57319,25/01/2022,6632088018,OTA,JANAY,TILLMAN,WILL,32,F,NINGUNO,U,2,2,FAMILIAR,3,HUILA,SAN AGUSTIN,41668,PITALITO,CULTIVA,45318802,DESEMBOLSADA,4,57319,47693,22.73,1143090,106424,30091145,640571,77235336,37316279,12974360,212081761,131520774,72353000,14.02,134408329,6.67,11.25,9,35,3551617,30,0,198721
62484,23/03/2022,1959246673,DARCIE,KECIA,DICKI,MAYER,26,F,NINGUNO,U,1,1,FAMILIAR,2,NARIÑO,CUMBAL,52227,IPIALES,PROGRESA,95086056,DESEMBOLSADA,3,62484,120851,56,1895059,19965664,25203469,870857,179965,41451516,11511788,400049148,214631036,3256000,41.01,12734797,20.97,78,15,4,2349541,18,2000000,175532
57201,19/01/2022,9110424920,SILVIA,RYLEY,ERDMAN,D'AMORE,35,M,NINGUNO,C,2,1,PROPIA,3,VALLE DEL CAUCA,CALI,76001,CALI NORTE,MOTO,26884380,DESEMBOLSADA,2,57201,260007,44.6,2112687,31572623,4383035,631875,51878698,7759141,5985500,873029301,381822097,-15338000,14.03,31874898,175.56,213.05,6,83,7612095,36,725000,426024
62622,31/03/2022,9022885581,SHELBA,OSWALDO,O'KON,KONOPELSKI,40,M,NINGUNO,S,0,1,FAMILIAR,1,VALLE DEL CAUCA,CANDELARIA,76130,PALMIRA,PROGRESA,70426840,DESEMBOLSADA,4,62622,18880,50,625965,48547686,30291197,621829,4397920,34113352,15641920,1448537406,156992847,3470000,19.63,90643222,2.8,68.61,11,10,2349541,18,0,184556
57223,20/01/2022,6983328604,ALVENA,ELICK,KEMMER,BAUCH,40,F,NINGUNO,U,3,2,ARRENDADA,2,VALLE DEL CAUCA,CALI,76001,CALI SUR,PROGRESA,42270641,DESEMBOLSADA,4,57223,8077,78,1447899,35702874,28146266,974213,33193183,18359403,97026,761787019,226929776,18868000,33.16,65788267,0.53,19.05,33,143,3513834,18,0,262516
62626,29/03/2022,3634429852,BABETTE,MARYBELLE,CORKERY,DUBUQUE,35,M,NINGUNO,U,3,1,FAMILIAR,4,ANTIOQUIA,BELLO,5088,BELLO,PROGRESA,50224253,DESEMBOLSADA,5,62626,75463,5,750461,32060390,47288328,126413,56389012,8111202,10655125,672078914,355851943,-2070000,35.41,106852705,136.96,298.2,0,15,9029333,36,0,442281
64982,21/04/2022,8350249899,BECKIE,CORY,BLANDA,KUHN,33,F,NINGUNO,C,1,3,ARRENDADA,2,VALLE DEL CAUCA,CARTAGO,76147,CARTAGO,PROGRESA,11853702,DESEMBOLSADA,3,64982,64744,23.57,2640768,18606234,38104135,989954,15613894,568341,19383451,1192563422,333204269,5095000,26.28,63211330,1.92,69.56,36,14,3513834,36,0,168606
62228,22/03/2022,8901137479,ANTHONEY,BRETT,CONROY,HAMILL,64,F,NINGUNO,C,4,2,PROPIA,1,NARIÑO,TUQUERRES,52838,IPIALES,CULTIVA,94457492,DESEMBOLSADA,3,62228,216292,47.53,2490678,1592531,28484517,256437,16311469,35880770,228215,1196448130,668638727,3740000,24.17,131471018,90.54,93.94,231,353,1345096,12,0,147768
57222,21/01/2022,6161345399,RIGOBERTO,JOVANI,PARKER,WALKER,68,M,NINGUNO,S,4,2,ARRENDADA,1,VALLE DEL CAUCA,CANDELARIA,76130,CALI NORTE,PROGRESA,2373657,DESEMBOLSADA,2,57222,310600,66.02,359770,29632520,6715375,791996,55541323,30768263,10559688,798519722,725899694,31213000,8.22,116403165,29.06,34.4,152,440,2349541,18,0,184556
57243,19/01/2022,6313430999,BRISTOL,KELCIE,NADER,HEIDENREICH,56,F,NINGUNO,V,3,1,PROPIA,0,VALLE DEL CAUCA,CANDELARIA,76130,PALMIRA,PROGRESA PREFERENCIAL,33640913,DESEMBOLSADA,1,57243,158943,55.92,2715752,42916464,7927032,284785,77690157,29031699,15236244,188666711,543611380,-4228000,35.62,5612589,264.9,609.72,5,10,8841222,36,0,417404
57202,20/01/2022,7223812193,BRYON,YANCY,JOHNSTON,EFFERTZ,31,F,NINGUNO,C,1,1,FAMILIAR,1,ANTIOQUIA,MEDELLIN,5001,MEDELLIN SUR,MOTO,6850153,DESEMBOLSADA,5,57202,310427,8,1908587,13890951,5972779,210979,5081465,26225141,20867867,1396139124,229969892,-114000,17.67,134598660,109.66,567.68,83,13,5404650,36,540000,295542
57225,24/01/2022,3162784086,YVONNE,DEANNE,SCHAEFER,THOMPSON,58,F,NINGUNO,D,7,1,FAMILIAR,3,NARIÑO,IPIALES,52356,IPIALES,MOTO,65838912,DESEMBOLSADA,4,57225,131457,15,298826,40308574,13019975,92963,1415226,468719,1190993,165603323,278611996,15055000,37.62,123482939,59.41,85.52,65,9,9686000,36,2200000,553551
62608,25/03/2022,1770638693,JERROLD,ELISE,LEUSCHKE,HILLL,36,M,NINGUNO,S,0,3,FAMILIAR,1,HUILA,PITALITO,41551,PITALITO,PROGRESA,93481546,DESEMBOLSADA,3,62608,68254,38.81,1358354,14990000,41577101,424315,13102306,29862798,16443203,1420297297,311063054,12560000,10.98,131873219,0.79,45.43,3,8,5650935,36,0,280174
57311,20/01/2022,7696648219,JERILYN,ABEL,KREIGER,TERRY,23,M,NINGUNO,U,0,2,FAMILIAR,2,VALLE DEL CAUCA,TULUA,76834,TULUA,MOTO,7970336,DESEMBOLSADA,3,57311,419889,49.57,2552275,45689432,38483154,405184,20828509,33496172,18896284,106207468,345460234,4707000,46.48,6182126,16.39,136.28,6,13,6749478,36,800000,371639
57244,04/02/2022,7499124617,HAYWARD,CHAKA,CASPER,PFANNERSTILL,62,F,NINGUNO,C,8,2,FAMILIAR,3,CAUCA,PIENDAMO,19548,PIENDAMO,CULTIVA,91511980,DESEMBOLSADA,3,57244,151858,19.64,2889226,14617611,27428804,973452,75475794,40579391,952683,1259627193,689269632,11596000,25.04,19169094,75.3,89.89,10,6,6849940,24,0,427582
62477,11/04/2022,6648273131,KIRT,DEE,O'CONNER,DOUGLAS,58,M,NINGUNO,S,0,2,PROPIA,1,VALLE DEL CAUCA,GINEBRA,76306,PALMIRA,CULTIVA,57498429,DESEMBOLSADA,1,62477,232016,32.33,534153,49142525,30046957,67389,35263264,31349559,15071426,1472312558,623247023,780000,15.88,40695490,11.36,146.05,68,7,1185249,12,0,130420
57931,27/01/2022,1186259820,ELLA,LAVELLE,HOEGER,TORPHY,41,F,NINGUNO,U,3,1,PROPIA,2,VALLE DEL CAUCA,CALI,76001,CALI SUR,PROGRESA RENOVACIÓN,80177968,DESEMBOLSADA,5,57931,300804,42.2,855091,41963855,43106952,201930,75321915,13689179,10869120,1366993323,687573427,-10917000,37.22,133113987,649.42,930.82,16,10,5591452,36,0,274990
23559,09/07/2020,1186259820,ELLA,LAVELLE,HOEGER,TORPHY,41,F,NINGUNO,U,3,1,PROPIA,2,VALLE DEL CAUCA,CALI,76001,CALI SUR,MOTO,73489734,DESEMBOLSADA,5,23559,355002,42.49,2979438,36832364,26772891,947411,22952374,18510934,17801551,500795836,600830313,-1289400,43.05,20064643,176.27,532.08,1,1,0,36,1000000,331626
57345,21/01/2022,4143914409,CAMRYN,ANGELO,HEIDENREICH,GRIMES,29,F,NINGUNO,U,1,2,FAMILIAR,1,CAUCA,POPAYAN,19001,POPAYAN NORTE,PROGRESA,50091164,DESEMBOLSADA,3,57345,122122,80,2060378,48792785,44839174,254137,70527980,37416582,17546703,1204816501,733092479,8131000,43.03,99010225,20.28,54.73,25,57,3513834,24,0,223733
75893,02/09/2022,8671730069,IGNATIUS,MAGDALEN,WIEGAND,JENKINS,37,M,NINGUNO,U,2,1,FAMILIAR,3,NARIÑO,SANDONA,52683,PASTO,CULTIVA,10548801,DESEMBOLSADA,4,75893,125255,36.39,2167774,40200300,39015991,479704,63473123,30779362,16380348,93249048,625840500,30290000,44.93,80576930,13.83,17.04,5,341,1131101,12,0,116878
48379,02/09/2021,8200106439,VELVA,MARYLOU,PRICE,GOTTLIEB,63,F,NINGUNO,S,3,1,ARRENDADA,1,CAUCA,PIENDAMO,19548,PIENDAMO,PROGRESA,97784306,DESEMBOLSADA,3,48379,13416,48,1825287,15172808,41429193,185845,10427085,46559430,9122970,1413612931,44815156,2500000,16.39,70896032,3.85,94.21,4,6,2349541,15,0,210482
65813,30/04/2022,4065985694,EDWARD,DANTE,WEISSNAT,WEBER,47,M,NINGUNO,S,6,4,ARRENDADA,2,VALLE DEL CAUCA,CALI,76001,CALI NORTE,PROGRESA,20927513,DESEMBOLSADA,1,65813,418532,33,2823104,26027362,10353167,974993,18203910,4240357,4634985,1036006520,396088679,707858000,0.65,109044913,2.5,3.57,34,352,7774821,24,0,484096
62601,28/03/2022,4065985694,EDWARD,DANTE,WEISSNAT,WEBER,47,M,NINGUNO,S,6,4,ARRENDADA,2,VALLE DEL CAUCA,CALI,76001,CALI NORTE,MOTO,49399731,DESISTIDA,1,62601,104101,47,1591648,30874882,6052403,948099,23048727,37159178,18240980,712061074,695380153,707858000,1.16,92740793,2.5,3.57,34,35,7777821,24,1000000,539884
88045,21/12/2022,6013893389,JENIFER,PRUDENCE,CARROLL,LEBSACK,35,M,NINGUNO,S,0,1,FAMILIAR,0,CAUCA,POPAYAN,19001,POPAYAN SUR,PROGRESA RENOVACIÓN,24719552,DESEMBOLSADA,2,88045,200333,10,2248213,17924471,29245141,590405,8688848,2890284,2185015,1491193352,12649696,1130000,12.66,83521170,8.13,338.85,0,7,4067802,36,0,208249
56277,07/01/2022,6013893389,JENIFER,PRUDENCE,CARROLL,LEBSACK,35,M,NINGUNO,S,0,1,FAMILIAR,0,CAUCA,POPAYAN,19001,POPAYAN SUR,PROGRESA,48278532,DESEMBOLSADA,2,56277,294154,20,2778476,13670400,31164176,272902,70430704,39743581,5142430,32117889,418924948,1600000,15.9,79475352,5.88,109.85,0,4,1767397,15,0,160567
57325,21/01/2022,6273974756,RAHN,MACKENZIE,JENKINS,D'AMORE,24,M,NINGUNO,S,0,2,FAMILIAR,0,VALLE DEL CAUCA,CALI,76001,CALI SUR,MOTO,81420949,DESEMBOLSADA,4,57325,331540,10,3345638,37233442,23629777,977348,36456498,1627656,21853734,1493683104,500133272,2050000,29.18,86726110,4.65,257.8,0,1,5442600,24,3000000,386572
57358,20/01/2022,8485692945,CAROLINA,VEDA,BASHIRIAN,KUPHAL,39,F,NINGUNO,C,1,3,PROPIA,3,ANTIOQUIA,COPACABANA,5212,BELLO,MOTO RENOVACIÓN,90201065,DESEMBOLSADA,3,57358,218324,72,2305380,24210340,27129620,383635,75771173,12640091,23329879,266834651,503286421,16377000,36.65,131595304,29.1,85.21,55,173,12960100,48,2150000,620826
51931,28/10/2021,8485692945,CAROLINA,VEDA,BASHIRIAN,KUPHAL,39,F,NINGUNO,C,1,3,PROPIA,3,ANTIOQUIA,COPACABANA,5212,BELLO,PROGRESA RENOVACIÓN,49959212,DESEMBOLSADA,3,51931,153545,72,633039,2047792,7856084,634026,24594736,44309646,21535026,876998566,583717631,17590000,28.08,117556366,30.2,44,32,104,3476846,12,0,363871
76880,10/09/2022,4822576429,CRISTAL,KATHY,HAUCK,GRANT,42,M,INDIGENA,S,3,1,PROPIA,2,CAUCA,BUENOS AIRES,19110,QUILICHAO,CULTIVA,89492915,DESEMBOLSADA,1,76880,393687,22.3,1062205,39300006,9934718,623125,3000460,32316136,249251,39788507,588466050,13500000,30.19,28491458,1.46,9.72,62,9,1131101,12,0,135902
83632,04/11/2022,5465447606,JAYCE,ROOSEVELT,ROWE,JONES,29,F,NINGUNO,U,1,3,ARRENDADA,2,CAUCA,SANTANDER DE QUILICHAO,19698,QUILICHAO,MOTO,41184232,DESEMBOLSADA,3,83632,17359,47,1680672,39402129,15037624,909579,73469487,34693270,1048475,618653613,139506902,-23786000,32.24,77688720,502.81,630.43,5,14,7535867,48,800000,394298
57343,20/01/2022,9040526895,JADE,ANNIKA,O'KON,CARTER,53,F,NINGUNO,U,5,2,FAMILIAR,2,CAUCA,POPAYAN,19001,POPAYAN NORTE,PROGRESA RENOVACIÓN,10820661,DESEMBOLSADA,2,57343,253629,59.6,1031825,41648574,5080974,53563,73756713,16947918,3217343,319598270,331780752,1727000,34.31,132232436,76.21,137.88,28,49,4477173,18,0,347842
62323,23/03/2022,2172937891,LORRAINE,JENNIFFER,KUB,FARRELL,53,M,NINGUNO,U,3,1,PROPIA,3,CAUCA,VILLA RICA,19845,CALI SUR,MOTOCARRO CARGA,52368434,DESEMBOLSADA,4,62323,49,2.68,1020564,39578832,2862646,290768,13169001,9313830,17368324,927548927,157142165,22378000,20.34,106656576,33.99,405.93,0,12,126089184,36,4000000,659321
57000,18/01/2022,2535294682,IZA,BERTHA,SMITHAM,SCHUPPE,67,M,NINGUNO,S,1,1,ARRENDADA,1,CAUCA,PIENDAMO,19548,PIENDAMO,PROGRESA,11436749,DESEMBOLSADA,1,57000,422154,60,1290920,32487557,576006,640711,53573656,32592559,6413166,397210703,722074180,1852000,37.87,43495686,73.54,115.42,14,36,2931688,15,0,270398
62620,26/03/2022,1589311180,GRAHAM,CORDIA,HARVEY,BATZ,53,M,NINGUNO,S,1,3,FAMILIAR,0,VALLE DEL CAUCA,CARTAGO,76147,CARTAGO,MOTO,40754455,DESEMBOLSADA,1,62620,82154,46.54,981660,521186,44372148,835723,40811325,38348988,14718427,1029272353,623886753,-7638000,10.03,88602561,382.89,580.22,0,14,5328000,36,515000,329865
62633,24/03/2022,3950231899,LAFE,CARA,STIEDEMANN,WHITE,52,M,NINGUNO,S,1,3,FAMILIAR,2,ANTIOQUIA,MEDELLIN,5001,MEDELLIN SUR,PROGRESA,74496297,DESEMBOLSADA,2,62633,251709,52,2273488,25701188,8787218,629416,22815365,16812771,10412183,41394732,351032627,10700000,18.38,135256959,0.93,17.29,6,38,1767397,12,0,190045
62675,26/03/2022,6684244719,OZZIE,LASHUNDA,WITTING,RITCHIE,29,M,NINGUNO,U,2,1,PROPIA,4,CAUCA,BUENOS AIRES,19110,QUILICHAO,CULTIVA,44235006,DESEMBOLSADA,4,62675,210025,15,1251235,1957708,39792478,309048,52596508,39330308,11631556,967281959,732265938,13468000,31.69,115681183,26.8,36.51,283,11,1786001,18,0,143461
46683,11/08/2021,1900123522,FRANKLIN,JOHNY,SCHMITT,WILDERMAN,50,F,NINGUNO,D,4,1,FAMILIAR,1,NARIÑO,PASTO,52001,PASTO,PROGRESA,78901227,DESEMBOLSADA,2,46683,11897,32.4,1118606,7743341,46155340,1021994,24321340,20027460,8756920,1048582978,229315688,103000,41.52,35284646,95.25,257.18,21,21,3513834,24,0,223733
61626,23/03/2022,7563160135,BURRELL,PATRICA,KUVALIS,SWANIAWSKI,41,F,NINGUNO,S,1,1,FAMILIAR,0,CAUCA,POPAYAN,19001,POPAYAN SUR,PROGRESA,29424630,DESEMBOLSADA,3,61626,247622,68,2460472,20415182,13691925,960113,14538543,7209631,13887872,201523579,490042601,1723000,35.41,106093541,67.49,111.82,17,31,2349541,18,0,184556
62673,30/03/2022,5396243937,ELISSA,KELLY,BAUMBACH,WISOZK,46,F,NINGUNO,D,2,1,FAMILIAR,2,NARIÑO,GUACHUCAL,52317,IPIALES,PROGRESA,86301435,DESEMBOLSADA,2,62673,115193,46,1026710,32980073,13110608,322881,76820236,21254662,8773411,500201248,599434687,2071000,17.59,114144731,48.48,77.97,4,1,1185249,12,0,121396
57229,14/02/2022,9885638819,CARA,IMOGENE,WHITE,FAY,60,M,NINGUNO,C,2,3,FAMILIAR,2,NARIÑO,PASTO,52001,PASTO,PROGRESA,24143564,DESEMBOLSADA,2,57229,244413,43.99,3065717,6124693,41281320,896996,12328603,1319068,3784713,118859149,21729469,700000,33.18,134789389,12.5,306.19,21,7,2349541,18,0,184556
62666,26/03/2022,9466334967,GIOVANNY,MARVA,FEEST,RUNOLFSSON,59,F,INDIGENA,D,1,2,ARRENDADA,2,NARIÑO,IPIALES,52356,IPIALES,PROGRESA,4025442,DESEMBOLSADA,5,62666,284562,75,2156395,42771221,35207733,269544,5336034,22733317,19449837,724633694,556380075,-1385000,19.22,91542128,143.04,216.05,7,18,2349541,24,0,143566
62636,25/03/2022,7390752261,DERRELL,DAMIEN,BOGISICH,CONNELLY,53,M,NINGUNO,U,2,3,PROPIA,2,VALLE DEL CAUCA,PALMIRA,76520,PALMIRA,PROGRESA,30029245,DESEMBOLSADA,2,62636,379174,24,2584660,8785422,28052578,142649,13791326,18481913,6827523,515843345,443975060,354000,22.09,69938076,94.77,161.61,72,22,4524802,36,0,217115
62670,28/03/2022,3303152175,ROBYN,KIRSTIE,RAYNOR,JASKOLSKI,22,M,NINGUNO,S,0,2,ARRENDADA,2,NARIÑO,IPIALES,52356,IPIALES,PROGRESA,96430868,DESEMBOLSADA,4,62670,165589,87,1060618,39453418,3186540,327575,5254639,34859128,19563288,314079890,680084878,6550000,37.26,7100928,1.5,19.33,7,3,1185249,12,0,130420
82642,24/10/2022,4943196647,SIBYL,BURLEY,COLE,BAYER,56,F,NINGUNO,S,2,2,ARRENDADA,1,NARIÑO,PASTO,52001,PASTO,PROGRESA RENOVACIÓN,40500017,DESEMBOLSADA,1,82642,299938,34.11,2098036,46081002,45802487,937191,8851099,40941428,18963402,1232581504,720562467,2193000,22.99,54880034,4.36,103.31,6,4,2268883,18,0,179236
57208,21/01/2022,9933082374,DANIEL,OTTILIE,SCHMELER,LABADIE,35,F,NINGUNO,U,3,3,ARRENDADA,2,VALLE DEL CAUCA,PALMIRA,76520,PALMIRA,MOTO,73970752,DESEMBOLSADA,5,57208,124026,37.22,1545092,14300356,42453039,537848,67049180,13483286,11709187,27929714,712612381,2990000,33.04,45180430,25.51,83.58,20,14,2331095,24,3500000,189032
84823,17/11/2022,4148136248,ROEL,IVETTE,PAGAC,BOGISICH,30,F,NINGUNO,U,3,1,FAMILIAR,4,CAUCA,PIENDAMO,19548,PIENDAMO,PROGRESA,54940753,DESEMBOLSADA,6,84823,47139,71.83,2576506,7097854,43167968,560716,422987,27071362,11085243,356029890,603625756,-850000,48.55,70603092,124.64,157.81,12,14,1144560,12,0,127989
47455,31/08/2021,8737341699,TYREE,ALANNAH,SCHOEN,VOLKMAN,33,M,NINGUNO,S,0,1,FAMILIAR,1,ANTIOQUIA,GIRARDOTA,5308,BELLO,MOTO,74671579,DESEMBOLSADA,1,47455,238793,4,1730935,13637499,36741572,270991,813372,42610934,20798524,1107017670,60400157,3633000,45.72,125154673,92.07,120.35,36,303,12953906,24,1500000,891515
57110,18/01/2022,6847162137,KAMARI,STEPHANIE,PADBERG,GUTMANN,53,M,NINGUNO,D,2,1,PROPIA,1,ANTIOQUIA,GUARNE,5318,BELLO,PROGRESA,37774853,DESEMBOLSADA,2,57110,203363,70,952591,44738327,42172117,777859,30848976,3563295,8840828,516247754,114611056,-543000,33.42,68006121,101.49,126.3,74,296,9029333,36,0,433257
57181,19/01/2022,8760603619,JAY,BRANNON,MOORE,KERTZMANN,43,F,NINGUNO,C,2,3,PROPIA,2,BOGOTA,BOGOTA,11001,VEHICULOS BOGOTA,CARGA,56353109,DESEMBOLSADA,4,57181,426558,48.9,290503,33445346,16621177,570100,12469873,2853666,368759,1119493683,687652742,195562000,65.8,124411421,2.12,33.14,22,42,61975200,60,30997000,2197986
62697,25/03/2022,2634821399,LANDIN,MAKENA,LEHNER,YUNDT,29,F,NINGUNO,S,2,1,FAMILIAR,3,VALLE DEL CAUCA,PRADERA,76563,PALMIRA,PROGRESA,76861465,DESEMBOLSADA,3,62697,396957,66.82,2135865,15001587,22491908,209136,76644264,4002211,1978720,1545471833,185372339,246000,34.56,9971752,94.41,147.81,11,15,2349541,18,0,184556
34461,18/12/2020,2928087013,KEANU,TONEY,STIEDEMANN,REICHEL,32,M,NINGUNO,U,1,2,FAMILIAR,2,CAUCA,SILVIA,19743,PIENDAMO,PROGRESA,71039483,DESEMBOLSADA,3,34461,65965,76,3139976,27395939,37571682,203221,67678283,23925756,5924565,1200677069,140851441,23690000,32.71,133038413,57.58,77.58,74,507,0,36,0,535409
61977,24/03/2022,1391286180,STEPHAINE,RAYMUNDO,KUHN,PROHASKA,27,M,NINGUNO,S,2,1,ARRENDADA,2,VALLE DEL CAUCA,CALI,76001,CALI SUR,PROGRESA,69428007,DESEMBOLSADA,4,61977,108634,10,2659729,50232872,25157214,893934,18124915,26580441,11900981,1308468598,222222602,-457000,33.68,95778178,107.15,230.83,36,8,7903201,24,0,482916
62766,25/03/2022,1101458824,ELEX,MARLEEN,ABSHIRE,STREICH,38,M,NINGUNO,S,0,3,ARRENDADA,1,VALLE DEL CAUCA,GUADALAJARA DE BUGA,76111,TULUA,MOTO,29460694,DESEMBOLSADA,4,62766,159359,21.2,1135821,38175563,30693757,349661,12866106,1197306,356002,631063113,760149108,10885000,26.89,88058183,1.23,63.6,168,51,6873465,36,1000000,386486
62527,28/03/2022,3696961451,TAVARES,ROOSEVELT,MCLAUGHLIN,BARTELL,55,M,NINGUNO,C,2,1,FAMILIAR,2,VALLE DEL CAUCA,CALI,76001,CALI NORTE,PROGRESA RENOVACIÓN,90861932,DESEMBOLSADA,5,62527,173922,62,2523189,10989911,23530490,790060,14688198,26731035,19444753,322166740,732656054,6650000,11.44,3091870,13.07,58.52,26,53,3476846,28,0,200229
57115,18/01/2022,3880959144,RONDA,CEYLON,KOZEY,LEDNER,56,F,NINGUNO,S,3,3,PROPIA,2,ANTIOQUIA,BELLO,5088,VEHICULOS ANTIOQUIA,CARGA,26972226,DESISTIDA,1,57115,80461,14,2399791,44382277,16304255,458514,10798015,10432763,1921492,1018611514,621570705,-47992000,67.48,46456804,203.21,403.99,0,15,93365647,60,28622500,3224867
80301,14/10/2022,1768398008,WHIT,JAYLA,BRAUN,STROMAN,22,M,NINGUNO,U,0,3,ARRENDADA,1,VALLE DEL CAUCA,CALI,76001,CALI SUR,MOTO,77482787,DESEMBOLSADA,4,80301,395101,65.4,1903508,25963035,29619057,734681,5447726,43570807,9200188,1410955197,453000008,1300000,42.86,70139764,7.14,614.95,0,7,8509357,48,1000000,435917
